business_id,cn_pop_sqmi,nn_count,nn_percent_rest,nn_all_percent_open,nn_max_cat_sim,nn_min_cat_sim,nn_avg_stars,nn_max_stars,nn_min_stars,nn_avg_review_count,nn_max_review_count,nn_min_review_count,nn_rest_avg_stars,nn_rest_max_stars,nn_rest_min_stars,nn_rest_avg_review_count,nn_rest_max_review_count,nn_rest_min_review_count,nn_weighted_avg_stars,nn_weighted_avg_review_count,nn_rest_percent_open,nn_mean_cat_sim,cn_opyear_emp,cn_opyear_qp1,cn_opyear_ap,cn_opyear_est,cn_opyear_zip_est,cn_opyear_diff_emp,cn_opyear_diff_qp1,cn_opyear_diff_ap,cn_opyear_diff_est,cn_opyear_diff_zip_est
ZRe7iIrIRDMMWhrcieMsiQ,7629.63,38,71,71,1,0,3.2894736842105265,5.0,2.0,364.1315789473685,2850,3,3.185185185185185,4.5,2.0,491.9259259259259,2850,3,3.083333333333333,572.5,70,0.4444444444444444,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
9r6ijZgxDLJFysxIohtTcQ,7629.63,158,35,63,1,0,3.5,5.0,1.0,77.49367088607596,960,3,3.446428571428572,4.5,1.5,137.23214285714286,960,3,3.5,66.5,50,0.10714285714285714,80733,395225,1632905,3777,173.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,0.0
HQcel0uvg7N7KfhHJChfSQ,7629.63,91,52,74,2,0,3.3021978021978016,5.0,1.5,201.57142857142856,2850,3,3.25,4.5,2.0,334.6041666666667,2850,3,3.6666666666666665,472.0,66,0.0625,76479,331289,1369444,3630,173.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-3.888888888888889
FqXwm6UpihHY7Ha-pr4y6Q,7629.63,2,50,50,0,0,3.5,4.0,3.0,1069.5,1305,834,4.0,4.0,4.0,834.0,834,834,-1.0,-1.0,0,0.0,65813,241023,1041448,2953,177.0,10.828014751696614,10.2504871600172,12.74645234208213,6.146657081236521,2.312138728323699
KMxrk1YDlj_qFI1JXK4zRg,7629.63,60,51,61,1,0,3.5416666666666665,5.0,1.0,134.5,1412,3,3.612903225806452,4.5,1.5,203.38709677419357,1412,3,3.85,73.0,61,0.3225806451612903,77580,348547,1463633,3661,177.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,2.312138728323699
r2vAwakuF7qXNtQDuMEFpA,7629.63,23,47,73,1,0,3.1304347826086962,5.0,1.5,188.5217391304348,982,3,3.4545454545454546,4.5,2.5,229.0909090909091,519,8,3.5,519.0,72,0.09090909090909093,81941,343796,1403707,3675,180.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-1.639344262295082
4QmwJBk9VPKyO2DfUeIVWg,7629.63,105,53,54,3,0,3.647619047619048,5.0,2.0,555.3904761904762,7968,3,3.5267857142857144,5.0,2.5,763.4642857142858,7968,3,3.6309523809523814,653.6904761904761,50,0.75,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
mm55v9Se5MutJ_EAj8qOjw,7629.63,72,43,75,2,0,3.2291666666666665,5.0,1.0,369.34722222222223,3890,3,3.2580645161290325,4.5,2.0,336.0967741935484,1098,5,3.0357142857142856,379.9285714285714,64,0.4516129032258064,76479,331289,1369444,3630,173.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-3.888888888888889
vx4YAA02Qz6khRD1fZ1MFA,7629.63,16,50,62,1,0,3.375,4.0,2.5,600.625,2321,9,3.5,4.0,3.0,484.5,1366,115,3.5,512.0,37,0.25,73202,281868,1189160,3213,178.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,0.5649717514124294
ij7p-hbzxWCPTCj9HA8iwA,7629.63,15,80,60,1,0,3.3,4.0,1.5,112.0,487,3,3.208333333333333,4.0,1.5,116.41666666666669,487,3,3.5,41.5,66,0.16666666666666666,77580,348547,1463633,3661,177.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,2.312138728323699
Rw-xnNlDuwekyMw_THUfGg,7629.63,65,46,53,1,0,3.3692307692307693,5.0,2.5,268.2923076923077,2321,3,3.3,4.5,2.5,272.6,1366,4,2.75,104.0,33,0.06666666666666668,81941,343796,1403707,3675,180.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-1.639344262295082
UpW3jyJ3_kTG7oDSflwnMA,7629.63,1,100,100,0,0,4.0,4.0,4.0,1412.0,1412,1412,4.0,4.0,4.0,1412.0,1412,1412,-1.0,-1.0,100,0.0,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
oAbPUdAp-7HgJ9hHkanAbA,7629.63,166,29,69,1,0,3.448795180722892,5.0,1.0,68.26506024096386,1412,3,3.377551020408163,5.0,1.5,152.9387755102041,1412,3,3.5,54.83333333333334,59,0.12244897959183673,89310,429714,1830119,4020,180.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,1.1235955056179776
vAbRNF0hJt91oCUpm_sdKw,7629.63,126,32,64,1,0,3.5158730158730163,5.0,2.0,181.9920634920635,2321,3,3.2804878048780486,4.5,2.5,261.9512195121951,1366,3,3.5,725.0,46,0.12195121951219512,76479,331289,1369444,3630,173.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-3.888888888888889
nQjuBVbcRFyX3trnuf_8CQ,7629.63,25,80,60,0,0,3.7,4.5,2.5,337.44,1617,3,3.675,4.5,2.5,411.25,1617,3,-1.0,-1.0,60,0.0,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
qYDp5JsCh5ebULZaFCqKiA,7629.63,41,48,56,3,0,3.4390243902439024,5.0,1.0,140.95121951219508,1412,3,3.5,4.5,1.5,220.15,1412,3,3.611111111111111,582.8888888888888,65,0.45,76479,331289,1369444,3630,173.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-3.888888888888889
Fu_MNxmXW0neptI-ShZRpw,7629.63,203,47,65,1,0,3.5,5.0,1.0,154.01970443349754,2499,3,3.5309278350515463,4.5,2.0,273.0,2499,3,3.583333333333333,214.0,51,0.24742268041237114,80733,395225,1632905,3777,173.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,0.0
XDYCIRENiT2doRZgwNJ3SA,7629.63,50,38,70,1,0,3.42,5.0,1.5,67.72,487,3,3.263157894736842,4.0,1.5,103.42105263157896,487,3,3.0,39.333333333333336,63,0.15789473684210525,80733,395225,1632905,3777,173.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,0.0
PelhNV5WsvEJjhUShubLvQ,7629.63,51,74,54,2,0,3.607843137254902,5.0,2.0,200.66666666666663,1617,3,3.5921052631578947,4.5,2.0,257.63157894736844,1617,3,4.05,208.0,55,0.2631578947368421,81941,343796,1403707,3675,180.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-1.639344262295082
X5uxdU9GHoUAqo2wmbg3OQ,7629.63,130,46,63,3,0,3.5807692307692314,5.0,1.0,140.33076923076922,2499,3,3.5416666666666665,4.5,2.0,257.35,2499,3,3.727272727272727,253.3030303030303,51,0.55,77634,363239,1561994,3632,173.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-2.2598870056497176
lOQPeguczAueJnLmDUTfGg,7629.63,14,85,42,0,0,3.6071428571428568,4.5,3.0,323.0,835,5,3.625,4.5,3.0,374.66666666666674,835,47,-1.0,-1.0,50,0.0,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
CeevPqFuG8g2SeyEO6TtCA,7629.63,54,68,61,1,0,3.4907407407407414,5.0,1.5,213.59259259259255,1617,3,3.5540540540540535,4.5,2.0,293.75675675675683,1617,3,3.375,169.0,56,0.21621621621621626,81941,343796,1403707,3675,180.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-1.639344262295082
l4idpMNjLXY59NI9np-JOQ,7629.63,104,52,75,1,0,3.3173076923076925,5.0,1.0,202.61538461538458,2850,3,3.3,4.5,2.0,340.2,2850,3,3.1428571428571432,412.28571428571433,69,0.2545454545454545,76479,331289,1369444,3630,173.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-3.888888888888889
WO1sgbYB6u6VVcvChanp5g,7629.63,15,66,73,1,0,3.333333333333333,5.0,2.0,531.4,2850,3,3.2,4.0,2.0,753.6,2850,3,3.0,289.0,70,0.1,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
G-O_a7168Id7E0wIgHKtVw,7629.63,237,44,67,1,0,3.4936708860759493,5.0,1.0,144.72151898734174,2499,3,3.4952830188679247,4.5,2.0,264.5943396226415,2499,3,3.8,293.8,50,0.04716981132075472,88030,452243,1867953,3904,178.0,9.038435336231776,14.426718957555822,14.394468753540469,3.3624569764363255,2.8901734104046244
SEjyjYlMfFFzkHaru6JadA,7629.63,23,56,60,1,0,3.5217391304347827,5.0,1.0,171.3913043478261,688,5,3.692307692307693,4.5,2.5,250.3076923076923,688,5,3.25,369.5,76,0.15384615384615385,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
n0wVs3pvWsFRNY1KDuITyA,7629.63,19,36,63,1,0,3.3684210526315788,4.5,2.0,101.94736842105264,1031,3,3.5,4.5,2.5,175.71428571428572,1031,4,3.5,530.5,42,0.2857142857142857,77634,363239,1561994,3632,173.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-2.2598870056497176
q-zZgXKAQFLEgMp9ZNllgQ,7629.63,170,34,63,2,0,3.4588235294117653,5.0,1.0,105.38235294117645,1305,3,3.3983050847457625,4.5,1.5,176.08474576271186,960,3,3.5,458.0,50,0.1694915254237288,80733,395225,1632905,3777,173.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,0.0
dkCi6pb2tP-BPTGTgv23zw,7629.63,122,34,65,1,0,3.4262295081967213,5.0,1.0,88.19672131147541,982,3,3.4285714285714284,4.5,1.5,141.0,636,3,3.75,124.9,59,0.2380952380952381,77634,363239,1561994,3632,173.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-2.2598870056497176
0eZHVYDyACtVVOIgoBlV3g,7629.63,213,38,75,1,0,3.4788732394366195,5.0,1.0,137.39906103286384,2850,3,3.320987654320988,5.0,2.0,289.7037037037037,2850,3,3.225,329.95,65,0.2469135802469136,77634,363239,1561994,3632,173.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-2.2598870056497176
y6Dih1p0JqNuyfw9dQJ8_g,7629.63,212,39,71,1,0,3.4080188679245285,5.0,1.0,168.26415094339623,2850,3,3.2530120481927716,5.0,1.5,298.578313253012,2850,3,4.5,147.0,60,0.012048192771084338,80733,395225,1632905,3777,173.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,0.0
dwehZNFdzIMvOAKK7PsZqg,7629.63,25,56,60,1,0,3.42,5.0,1.0,199.4,688,5,3.5357142857142856,4.0,2.5,271.07142857142856,688,14,3.75,261.5,71,0.2857142857142857,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
mDtlBsfTUPDuASvUcKWSbw,7629.63,98,27,68,1,0,3.4489795918367347,5.0,1.0,62.8061224489796,1412,3,3.388888888888889,4.5,2.0,149.66666666666666,1412,3,3.75,107.5,51,0.07407407407407407,89310,429714,1830119,4020,180.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,1.1235955056179776
an97jMgR4kOHXOPMcboWRw,7629.63,57,26,75,1,0,3.3157894736842106,5.0,1.5,75.08771929824562,1412,3,3.1,4.5,2.0,168.46666666666667,1412,3,2.5,31.0,66,0.06666666666666668,80733,395225,1632905,3777,173.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,0.0
lfXfxBms5z1nwzkxxLFBWg,7629.63,11,45,72,0,0,3.4090909090909087,4.0,2.5,692.1818181818181,2321,9,3.7,4.0,3.0,443.2,834,190,-1.0,-1.0,60,0.0,73202,281868,1189160,3213,178.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,0.5649717514124294
2GfKCR3S8I2m0iiyEd3sKA,7629.63,75,50,52,1,0,3.38,5.0,2.5,236.02666666666667,2321,3,3.3947368421052637,4.5,2.5,230.81578947368425,1366,4,3.5,418.125,39,0.21052631578947367,76479,331289,1369444,3630,173.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-3.888888888888889
bo0pXRc-eTsXMw1P175xKw,7629.63,138,43,57,1,0,3.652173913043478,5.0,1.5,394.71014492753625,4091,3,3.525,4.5,2.5,550.9166666666666,4091,3,3.625,621.75,48,0.06666666666666668,81941,343796,1403707,3675,180.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-1.639344262295082
4L3VJwVqUareUUIGPE2zcw,7629.63,75,57,54,0,0,3.453333333333333,5.0,1.0,133.58666666666667,1412,3,3.5232558139534884,4.5,1.5,194.44186046511632,1412,3,-1.0,-1.0,48,0.0,77580,348547,1463633,3661,177.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,2.312138728323699
H7zOruqfCZlNBnqtotqDEg,7629.63,53,54,52,1,0,3.481132075471698,5.0,1.0,160.9245283018868,902,3,3.5,4.5,2.0,204.0,835,3,3.5,46.0,51,0.03448275862068965,81941,343796,1403707,3675,180.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-1.639344262295082
YwOmRv_m5leVtJ_HhtiWgw,7629.63,44,77,56,1,0,3.4318181818181817,4.5,2.0,290.72727272727275,1617,3,3.367647058823529,4.5,2.0,351.5882352941177,1617,3,3.2,272.0,52,0.14705882352941174,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
ZB4ViCkUyJ4j-cJjOQ-N4A,7629.63,105,51,61,2,0,3.533333333333333,5.0,1.0,157.63809523809525,2499,3,3.5185185185185186,4.5,2.0,264.1111111111111,2499,3,3.458333333333333,157.66666666666666,53,0.2222222222222222,77580,348547,1463633,3661,177.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,2.312138728323699
2sdU3Fq3Wv2XQycJoJQArg,7629.63,6,83,66,1,0,3.6666666666666665,5.0,3.0,458.83333333333326,1412,47,3.4,4.0,3.0,471.4,1412,47,3.0,160.0,60,0.2,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
e8aRJbv2EMH5DqMzbDK8wQ,7629.63,8,62,37,1,0,3.375,4.5,2.0,165.0,1031,4,3.6,4.5,2.5,236.6,1031,4,2.5,48.0,40,0.2,76479,331289,1369444,3630,173.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-3.888888888888889
qAz6G72Xnrgxnep6mKUnWg,7629.63,14,78,57,1,0,3.3571428571428568,4.0,1.5,113.35714285714286,487,3,3.272727272727273,4.0,1.5,118.54545454545456,487,3,3.25,32.0,63,0.18181818181818185,76479,331289,1369444,3630,173.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-3.888888888888889
Yqgyx8SJ5SqFYc-4yH6Z1g,7629.63,222,45,67,2,0,3.5045045045045047,5.0,1.0,149.82882882882882,2499,3,3.5343137254901964,4.5,2.0,271.8333333333333,2499,3,3.5909090909090913,307.8484848484849,50,0.3235294117647059,80733,395225,1632905,3777,173.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,0.0
YRiQtFNteLUUEiGkdQ23vg,7629.63,36,44,58,3,0,3.4722222222222223,5.0,2.5,380.52777777777777,2321,3,3.375,4.0,2.5,379.8125,1366,3,3.571428571428572,414.71428571428567,37,0.875,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
mao3qf0dno6pRvTcDzcX7A,7629.63,91,30,70,3,0,3.2307692307692313,5.0,1.0,72.39560439560441,1412,3,3.446428571428572,4.5,2.0,154.0,1412,4,3.8333333333333335,788.8333333333335,67,0.21428571428571427,89310,429714,1830119,4020,180.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,1.1235955056179776
Po0QGzgwFrfnGJEi_akCjA,7629.63,45,68,66,2,0,3.3222222222222224,5.0,2.0,325.3111111111112,2850,3,3.2258064516129035,4.5,2.0,438.9354838709677,2850,3,3.0625,420.75,64,0.25806451612903225,81941,343796,1403707,3675,180.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-1.639344262295082
364hhL5st0LV16UcBHRJ3A,7629.63,147,33,67,2,0,3.5034013605442182,5.0,1.0,83.98639455782312,1412,3,3.5510204081632653,4.5,1.5,187.3877551020408,1412,3,3.6666666666666665,397.5,59,0.24489795918367346,88030,452243,1867953,3904,178.0,9.038435336231776,14.426718957555822,14.394468753540469,3.3624569764363255,2.8901734104046244
FO_6o6BAs3s8yzd-gDh3jQ,7629.63,160,21,75,1,0,3.475,5.0,1.0,74.30625,1750,3,3.1,4.0,1.5,175.94285714285718,1750,6,3.0,30.2,60,0.14285714285714285,88030,452243,1867953,3904,178.0,9.038435336231776,14.426718957555822,14.394468753540469,3.3624569764363255,2.8901734104046244
6xBgaXrAlH5KMIW-GPSUzQ,7629.63,186,50,66,2,0,3.4919354838709675,5.0,1.0,155.68817204301075,2499,3,3.4468085106382977,4.5,2.0,265.94680851063833,2499,3,3.2777777777777777,198.61111111111111,55,0.1914893617021277,80733,395225,1632905,3777,173.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,0.0
qgng2rCxAPJr2YQZZp2mdg,7629.63,219,27,69,4,0,3.4771689497716896,5.0,1.0,115.15981735159819,2321,3,3.275,4.0,1.5,226.4333333333333,1366,3,3.396551724137931,224.86206896551724,50,0.4833333333333333,89310,429714,1830119,4020,180.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,1.1235955056179776
d1pB6SLzLb-4lFq8y5tEnQ,7629.63,19,68,73,1,0,3.3421052631578947,5.0,2.0,414.6315789473685,2850,3,3.1538461538461537,4.0,2.0,571.6923076923077,2850,3,3.1666666666666665,459.33333333333326,76,0.2307692307692308,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
w_A1qFeQ3vOl7o4kdBxPXA,7629.63,231,40,64,3,0,3.6255411255411256,5.0,1.0,126.71428571428572,2499,3,3.5744680851063837,5.0,2.0,245.1914893617021,2499,3,3.609756097560976,309.1219512195122,45,0.4361702127659575,89310,429714,1830119,4020,180.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,1.1235955056179776
9IpKGHaPy3hhXo9g5Bt7lg,7629.63,10,70,30,1,0,3.6,4.0,3.5,311.7,835,5,3.6428571428571432,4.0,3.5,397.0,835,53,4.0,252.0,42,0.14285714285714285,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
gV63aLTQ06Nff0GzJ0tcUA,7629.63,5,60,80,1,0,3.6,4.0,3.0,654.6,1305,190,3.6666666666666665,4.0,3.0,425.33333333333326,834,190,4.0,252.0,66,0.3333333333333333,65813,241023,1041448,2953,177.0,10.828014751696614,10.2504871600172,12.74645234208213,6.146657081236521,2.312138728323699
m51uL1LZhKYf2y_yG4NEng,7629.63,43,67,60,1,0,3.5116279069767438,5.0,1.5,107.44186046511628,503,4,3.5,4.5,2.0,134.79310344827587,503,4,3.875,207.25,51,0.13793103448275862,76479,331289,1369444,3630,173.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-3.888888888888889
DIB8aZ0EVaPnbpU27-lEsA,7629.63,52,63,63,0,0,3.5,5.0,1.5,141.15384615384616,1412,4,3.5454545454545454,4.5,2.0,186.42424242424244,1412,4,-1.0,-1.0,54,0.0,76479,331289,1369444,3630,173.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-3.888888888888889
6z3cgIE9dJ01wUm43f0yBQ,7629.63,347,25,76,2,0,3.6224783861671472,5.0,1.0,99.1613832853026,2850,3,3.3777777777777778,5.0,2.0,277.6555555555556,2850,3,3.3125,271.4,57,0.4444444444444444,89310,429714,1830119,4020,180.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,1.1235955056179776
E0zjBNt4_giYtJqUjugskw,7629.63,82,24,73,1,0,3.359756097560976,5.0,1.0,56.987804878048784,1412,3,3.25,4.5,2.0,133.75,1412,3,3.25,35.0,60,0.1,89310,429714,1830119,4020,180.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,1.1235955056179776
j5nPiTwWEFr-VsePew7Sjg,7629.63,6,66,83,0,0,3.4166666666666665,4.5,3.0,298.8333333333333,768,4,3.5,4.5,3.0,442.0,768,237,-1.0,-1.0,100,0.0,73202,281868,1189160,3213,178.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,0.5649717514124294
310Eyru1zsZ9K7BA-bgPQw,7629.63,205,41,64,3,0,3.5926829268292684,5.0,1.0,126.35121951219513,2499,3,3.594117647058824,5.0,2.0,245.27058823529413,2499,3,3.652173913043478,192.0434782608696,47,0.27058823529411763,88030,452243,1867953,3904,178.0,9.038435336231776,14.426718957555822,14.394468753540469,3.3624569764363255,2.8901734104046244
mPnuIggOiZA91AUW9FcX9g,7629.63,21,57,57,1,0,3.3809523809523814,4.0,2.5,576.1904761904761,2321,9,3.5,4.0,3.0,512.0,1366,15,3.3,431.8,41,0.4166666666666667,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
sBQA33hT0VGJHh0a5ERkPA,7629.63,199,49,68,1,0,3.5075376884422114,5.0,1.0,171.01507537688445,2850,3,3.4642857142857144,5.0,2.0,299.79591836734687,2850,3,3.05,505.4,59,0.1020408163265306,77634,363239,1561994,3632,173.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-2.2598870056497176
FqA7ofYWGVHnAIF4jjznHA,7629.63,376,32,72,5,0,3.565159574468085,5.0,1.0,107.08244680851065,2850,3,3.3911290322580645,5.0,2.0,243.74193548387098,2850,3,3.3068181818181817,155.3181818181818,52,0.3548387096774194,89310,429714,1830119,4020,180.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,1.1235955056179776
3GfdCuI0YCc5U3rLLLPHUw,7629.63,262,28,67,4,0,3.5248091603053435,5.0,1.0,91.1030534351145,1366,3,3.418918918918919,5.0,1.5,200.0,1366,3,3.6704545454545454,382.79545454545456,51,0.5945945945945946,89310,429714,1830119,4020,180.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,1.1235955056179776
q7LG_2s2urLJcD2IsxgTWg,7629.63,81,53,60,2,0,3.462962962962963,5.0,1.0,107.320987654321,636,3,3.581395348837209,4.5,2.0,159.74418604651163,636,4,2.9285714285714284,64.0,44,0.16279069767441862,77580,348547,1463633,3661,177.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,2.312138728323699
EkOqxlglUpw9YUdnTbbJKg,7629.63,51,35,72,1,0,3.372549019607843,5.0,2.0,97.64705882352942,1412,3,3.25,4.5,2.0,192.05555555555557,1412,3,2.833333333333333,485.0,66,0.16666666666666666,77634,363239,1561994,3632,173.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-2.2598870056497176
2Y0-nrSZNsLRStyupZgM7g,7629.63,16,31,81,1,0,3.21875,4.0,1.5,223.4375,982,3,3.6,4.0,3.0,347.4,519,77,4.0,77.0,100,0.2,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
nbTwuhnXEyQRzPIAfGNS8w,7629.63,68,48,66,1,0,3.4705882352941178,5.0,1.0,111.51470588235294,1412,3,3.515151515151515,4.5,1.5,184.0606060606061,1412,3,3.6666666666666665,254.33333333333331,69,0.09090909090909093,77580,348547,1463633,3661,177.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,2.312138728323699
oe6srp_GGRncy5ODHNfW0g,7629.63,15,66,60,0,0,3.2333333333333334,4.0,1.5,116.8,487,3,3.2,4.0,1.5,128.1,487,3,-1.0,-1.0,70,0.0,76479,331289,1369444,3630,173.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-3.888888888888889
-cxD1NimFldATDUsN-oa3A,7629.63,86,27,70,1,0,3.2906976744186047,5.0,1.0,91.68604651162792,982,3,3.208333333333333,4.0,2.0,167.58333333333334,698,7,3.1666666666666665,48.66666666666666,70,0.125,77634,363239,1561994,3632,173.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-2.2598870056497176
jrWegacxD7lD1Cp-Kc5m2w,7629.63,95,41,61,0,0,3.3789473684210525,5.0,1.5,197.2736842105263,2321,3,3.1923076923076925,4.0,1.5,238.66666666666663,1366,3,-1.0,-1.0,46,0.0,77580,348547,1463633,3661,177.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,2.312138728323699
60YMDriyoqeimFOjHXCUoQ,7629.63,42,59,50,2,0,3.4047619047619047,5.0,1.0,294.40476190476187,1366,4,3.52,4.5,2.5,325.04,1366,4,3.4375,327.625,52,0.32,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
UvF68aNDfzCWQbxO6-647g,7629.63,123,43,73,1,0,3.3780487804878048,5.0,1.0,162.5691056910569,2850,3,3.2358490566037736,4.5,2.0,313.8301886792453,2850,3,3.1428571428571432,563.2857142857142,64,0.1320754716981132,77580,348547,1463633,3661,177.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,2.312138728323699
pi4FLFEOn9AhNUxiLbBeHg,7629.63,76,48,77,1,0,3.3552631578947367,5.0,1.5,217.88157894736838,2850,3,3.27027027027027,4.5,2.0,396.45945945945954,2850,3,3.75,715.75,72,0.10810810810810813,76479,331289,1369444,3630,173.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-3.888888888888889
i7__R4dmGUayzNB939Zm0A,7629.63,12,83,41,2,0,3.583333333333333,4.5,3.0,351.91666666666674,835,5,3.6,4.5,3.0,419.7,835,47,3.5,509.5,50,0.4,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
Hz6pXloEBWboBaJuEpk0JQ,7629.63,37,48,51,0,0,3.472972972972973,5.0,2.5,403.2162162162162,2321,4,3.4444444444444446,4.5,3.0,405.5,1366,4,-1.0,-1.0,38,0.0,75911,320917,1324272,3493,183.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,2.8089887640449436
XgsIf7s2zM-cC29WUD-NZQ,7629.63,4,50,25,1,0,3.625,4.0,3.5,189.75,312,21,3.75,4.0,3.5,213.0,252,174,3.5,174.0,50,0.5,73202,281868,1189160,3213,178.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,0.5649717514124294
